site_id,gradebook_item_id,item_name,item_source,external_id,points_possible,due_date,released,category_id,category_name
DPM0109_2025_26,34742,Course Grade,Manual/Other,,,,,,
DPM0110_2025_26,36009,Course Grade,Manual/Other,,,,,,
DPM0201_2025_26,34593,Course Grade,Manual/Other,,,,,,
DPM0202_2025_26,34594,Course Grade,Manual/Other,,,,,,
DPM0203_2025_26,34591,Course Grade,Manual/Other,,,,,,
DPM0204_2025_26,34592,Course Grade,Manual/Other,,,,,,
DPM0205_2025_26,34595,Course Grade,Manual/Other,,,,,,
DPM0206_2025_26,35999,Course Grade,Manual/Other,,,,,,
DPM0207_2025_26,35960,Course Grade,Manual/Other,,,,,,
DPM0208_2025_26,35998,Course Grade,Manual/Other,,,,,,
DPM0209_2025_26,35997,Course Grade,Manual/Other,,,,,,
DPM0210_2025_26,35996,Course Grade,Manual/Other,,,,,,
DPM0301_2025_26,34635,Course Grade,Manual/Other,,,,,,
DPM0302_2025_26,34638,Course Grade,Manual/Other,,,,,,
DPM0303_2025_26,34639,Course Grade,Manual/Other,,,,,,
DPM0304_2025_26,34637,Course Grade,Manual/Other,,,,,,
DPM0305_2025_26,34636,Course Grade,Manual/Other,,,,,,
DPM0306_2025_26,36042,Course Grade,Manual/Other,,,,,,
DPM0307_2025_26,36041,Course Grade,Manual/Other,,,,,,
DPM0308_2025_26,36040,Course Grade,Manual/Other,,,,,,
DPM0309_2025_26,36039,Course Grade,Manual/Other,,,,,,
DPM0310_2025_26,36038,Course Grade,Manual/Other,,,,,,
DPM103_2025_26,36175,Course Grade,Manual/Other,,,,,,
DPM201_2025_26,36367,Course Grade,Manual/Other,,,,,,
DPM203_2025_26,34775,Course Grade,Manual/Other,,,,,,
DPM206_2025_26,35959,Course Grade,Manual/Other,,,,,,
DPM207_2025_26,35958,Course Grade,Manual/Other,,,,,,
DS1301_2025_26,33882,Course Grade,Manual/Other,,,,,,
DS1302_2025_26,35716,Course Grade,Manual/Other,,,,,,
DS2301_2025_26,34076,Course Grade,Manual/Other,,,,,,
DS2302_2025_26,34071,Course Grade,Manual/Other,,,,,,
DS2303_2025_26,34074,Course Grade,Manual/Other,,,,,,
DS2304_2025_26,36104,Course Grade,Manual/Other,,,,,,
DS2305_2025_26,36103,Course Grade,Manual/Other,,,,,,
DS2306_2025_26,36102,Course Grade,Manual/Other,,,,,,
DS3301_2025_26,34125,Course Grade,Manual/Other,,,,,,
DS3302_2025_26,34126,Course Grade,Manual/Other,,,,,,
DS3303_2025_26,35779,Course Grade,Manual/Other,,,,,,
DS3304_2025_26,34124,Course Grade,Manual/Other,,,,,,
DS3305_2025_26,35778,Course Grade,Manual/Other,,,,,,
DS3306_2025_26,35777,Course Grade,Manual/Other,,,,,,
DS4301_2025_26,34495,Course Grade,Manual/Other,,,,,,
DS4302_2025_26,34748,Course Grade,Manual/Other,,,,,,
DS4303_2025_26,34588,Course Grade,Manual/Other,,,,,,
DS4304_2025_26,34470,Course Grade,Manual/Other,,,,,,
DS4305_2025_26,34471,Course Grade,Manual/Other,,,,,,
DS4306_2025_26,35838,Course Grade,Manual/Other,,,,,,
DS4307_2025_26,35837,Course Grade,Manual/Other,,,,,,
DS4308_2025_26,35836,Course Grade,Manual/Other,,,,,,
DS4309_2025_26,34496,Course Grade,Manual/Other,,,,,,
DS4309_2025_26,34977,Test 1,Manual/Other,,100.0,2025-09-15 00:00:00,,,
DS4309_2025_26,35006,Class Presentation,Manual/Other,,20.0,2025-09-24 00:00:00,,,
DS4309_2025_26,35327,Group Assignment 2 ,Assignments,/assignment/a/DS4309_2025_26/af674635-3932-4a5d-bf05-89d3702b0ab8,100.0,2025-11-19 14:00:00,,,
DS4309_2025_26,35337,Assignment 1,Manual/Other,,100.0,,,,
DS4309_2025_26,35338,Test 2,Manual/Other,,100.0,,,,
DS613_2025_26,36298,Course Grade,Manual/Other,,,,,,
DS614_2025_26,35116,Course Grade,Manual/Other,,,,,,
DS615_2025_26,35120,Course Grade,Manual/Other,,,,,,
DS618_2025_26,35758,Course Grade,Manual/Other,,,,,,
DS619_2025_26,35757,Course Grade,Manual/Other,,,,,,
DS620_2025_26,35195,Course Grade,Manual/Other,,,,,,
DS621_2025_26,34808,Course Grade,Manual/Other,,,,,,
DS622_2025_26,35117,Course Grade,Manual/Other,,,,,,
DS623_2025_26,35119,Course Grade,Manual/Other,,,,,,
DS624_2025_26,35756,Course Grade,Manual/Other,,,,,,
DS627_2025_26,35118,Course Grade,Manual/Other,,,,,,
DTA1301_2025_26,33940,Course Grade,Manual/Other,,,,,,
DTA1302_2025_26,33924,Course Grade,Manual/Other,,,,,,
DTA1312_2025_26,35883,Course Grade,Manual/Other,,,,,,
DTA2302_2025_26,34318,Course Grade,Manual/Other,,,,,,
DTA2304_2025_26,34320,Course Grade,Manual/Other,,,,,,
DTA2305_2025_26,34323,Course Grade,Manual/Other,,,,,,
DTA2307_2025_26,36446,Course Grade,Manual/Other,,,,,,
DTA2308_2025_26,36445,Course Grade,Manual/Other,,,,,,
DTA2309_2025_26,36444,Course Grade,Manual/Other,,,,,,
DTA3301_2025_26,36340,Course Grade,Manual/Other,,,,,,
DTA3302_2025_26,34503,Course Grade,Manual/Other,,,,,,
DTA3303_2025_26,34505,Course Grade,Manual/Other,,,,,,
DTA3306_2025_26,34504,Course Grade,Manual/Other,,,,,,
DTA3307_2025_26,36339,Course Grade,Manual/Other,,,,,,
DTA3309_2025_26,36338,Course Grade,Manual/Other,,,,,,
DTA4301_2025_26,36315,Course Grade,Manual/Other,,,,,,
DTA4302_2025_26,34607,Course Grade,Manual/Other,,,,,,
DTA4305_2025_26,34606,Course Grade,Manual/Other,,,,,,
DTA4306_2025_26,34605,Course Grade,Manual/Other,,,,,,
DTA4307_2025_26,36314,Course Grade,Manual/Other,,,,,,
DTA4308_2025_26,36313,Course Grade,Manual/Other,,,,,,
EC1401_2025_26,33880,Course Grade,Manual/Other,,,,,,
EC1402_2025_26,35880,Course Grade,Manual/Other,,,,,,
EC1511_2025_26,33863,Course Grade,Manual/Other,,,,,,
EC1512_2025_26,35746,Course Grade,Manual/Other,,,,,,
EC2301_2025_26,34075,Course Grade,Manual/Other,,,,,,
EC2501_2025_26,33993,Course Grade,Manual/Other,,,,,,
EC2502_2025_26,35720,Course Grade,Manual/Other,,,,,,
EC3301_2025_26,34147,Course Grade,Manual/Other,,,,,,
EC3302_2025_26,35869,Course Grade,Manual/Other,,,,,,
EC3303_2025_26,34146,Course Grade,Manual/Other,,,,,,
EC3304_2025_26,35826,Course Grade,Manual/Other,,,,,,
EC3305_2025_26,34148,Course Grade,Manual/Other,,,,,,
EC3306_2025_26,35868,Course Grade,Manual/Other,,,,,,
EC3307_2025_26,34143,Course Grade,Manual/Other,,,,,,
EC3308_2025_26,35867,Course Grade,Manual/Other,,,,,,
EC3309_2025_26,34144,Course Grade,Manual/Other,,,,,,
EC3310_2025_26,35866,Course Grade,Manual/Other,,,,,,
EC4300_2025_26,35568,Course Grade,Manual/Other,,,,,,
EC4301_2025_26,34544,Course Grade,Manual/Other,,,,,,
EC4303_2025_26,34175,Course Grade,Manual/Other,,,,,,
EC4304_2025_26,35629,Course Grade,Manual/Other,,,,,,
EC4305_2025_26,34171,Course Grade,Manual/Other,,,,,,
EC4306_2025_26,35567,Course Grade,Manual/Other,,,,,,
EC4307_2025_26,34176,Course Grade,Manual/Other,,,,,,
EC4308_2025_26,35569,Course Grade,Manual/Other,,,,,,
EC4309_2025_26,34169,Course Grade,Manual/Other,,,,,,
EC4310_2025_26,35566,Course Grade,Manual/Other,,,,,,
EC4311_2025_26,34170,Course Grade,Manual/Other,,,,,,
EC4312_2025_26,35614,Course Grade,Manual/Other,,,,,,
EC4315_2025_26,34545,Course Grade,Manual/Other,,,,,,
EC4317_2025_26,34172,Course Grade,Manual/Other,,,,,,
EC4318_2025_26,35627,Course Grade,Manual/Other,,,,,,
EC4319_2025_26,34546,Course Grade,Manual/Other,,,,,,
EC4320_2025_26,35626,Course Grade,Manual/Other,,,,,,
EC4321_2025_26,34173,Course Grade,Manual/Other,,,,,,
EC4323_2025_26,34174,Course Grade,Manual/Other,,,,,,
EC4401_2025_26,34168,Course Grade,Manual/Other,,,,,,
EC4402_2025_26,34688,Course Grade,Manual/Other,,,,,,
EC4671_2025_26,34890,Course Grade,Manual/Other,,,,,,
EC4711_2025_26,34891,Course Grade,Manual/Other,,,,,,
EC6301_2025_26,35503,Course Grade,Manual/Other,,,,,,
EC6302_2025_26,36021,Course Grade,Manual/Other,,,,,,
EC6303_2025_26,35507,Course Grade,Manual/Other,,,,,,
EC6304_2025_26,36020,Course Grade,Manual/Other,,,,,,
EC6305_2025_26,35506,Course Grade,Manual/Other,,,,,,
EC6306_2025_26,36019,Course Grade,Manual/Other,,,,,,
EC6309_2025_26,35505,Course Grade,Manual/Other,,,,,,
EC6310_2025_26,36018,Course Grade,Manual/Other,,,,,,
EC6507_2025_26,35504,Course Grade,Manual/Other,,,,,,
EC6508_2025_26,36017,Course Grade,Manual/Other,,,,,,
EC7000_2025_26,36306,Course Grade,Manual/Other,,,,,,
EC7301_2025_26,34980,Course Grade,Manual/Other,,,,,,
EC7302_2025_26,36305,Course Grade,Manual/Other,,,,,,
EC7314_2025_26,35977,Course Grade,Manual/Other,,,,,,
EC7315_2025_26,34978,Course Grade,Manual/Other,,,,,,
EC7316_2025_26,36304,Course Grade,Manual/Other,,,,,,
EC7317_2025_26,34979,Course Grade,Manual/Other,,,,,,
EC7318_2025_26,36320,Course Grade,Manual/Other,,,,,,
EDF522_2025_26,35270,Course Grade,Manual/Other,,,,,,
EDF538_2025_26,35241,Course Grade,Manual/Other,,,,,,
EDF591_2025_26,35271,Course Grade,Manual/Other,,,,,,
EDF592_2025_26,35240,Course Grade,Manual/Other,,,,,,
EDF691_2025_26,35189,Course Grade,Manual/Other,,,,,,
EDF698_2025_26,35248,Course Grade,Manual/Other,,,,,,
EDF700_2025_26,35125,Course Grade,Manual/Other,,,,,,
EE3400_2025_26,34242,Course Grade,Manual/Other,,,,,,
EE3401_2025_26,35787,Course Grade,Manual/Other,,,,,,
EE3404_2025_26,34243,Course Grade,Manual/Other,,,,,,
EE3405_2025_26,35785,Course Grade,Manual/Other,,,,,,
EE3405_2025_26,36494,Lab 1,Assignments,/assignment/a/EE3405_2025_26/b18ea0c8-b3b9-4ecb-adeb-38f62503da8a,30.0,2026-02-19 17:30:00,,,
EE3405_2025_26,36573,Lab 2,Assignments,/assignment/a/EE3405_2025_26/533c8afe-6328-4649-a5cc-f17add9afdb9,25.0,2026-03-01 23:55:00,,,
EE3405_2025_26,36610,Lab 3,Assignments,/assignment/a/EE3405_2025_26/0289f13b-f9d3-4801-b456-655360d36da3,25.0,2026-03-19 23:55:00,,,
EE3405_2025_26,36663,Lab 4,Assignments,/assignment/a/EE3405_2025_26/f793d343-6f4e-4614-99b9-c243c5e9b361,30.0,2026-03-21 23:55:00,,,
EE3405_2025_26,36721,Practical Lab 1,Assignments,/assignment/a/EE3405_2025_26/6029fe91-2afb-4535-9007-0a070dce816e,30.0,2026-04-02 23:55:00,,,
EE3405_2025_26,36730,Assembly Assignment  1,Assignments,/assignment/a/EE3405_2025_26/97498b75-fba0-43aa-9b12-c86988c7dc23,10.0,2026-04-12 23:55:00,,,
EE3405_2025_26,36752,Assignment 2,Assignments,/assignment/a/EE3405_2025_26/9d5a2ff2-ad5e-43d2-9fb3-9f816aaa0574,15.0,2026-04-17 23:55:00,,,
EE3405_2025_26,36753,Assignment 3,Assignments,/assignment/a/EE3405_2025_26/c5fc6c39-1c9a-46f4-bf59-2935c1fae878,15.0,2026-04-18 23:55:00,,,
EE3408_2025_26,34226,Course Grade,Manual/Other,,,,,,
EE3409_2025_26,35784,Course Grade,Manual/Other,,,,,,
EE3411_2025_26,35786,Course Grade,Manual/Other,,,,,,
EE4210_2025_26,36377,Course Grade,Manual/Other,,,,,,
EE4301_2025_26,34396,Course Grade,Manual/Other,,,,,,
EE4302_2025_26,36375,Course Grade,Manual/Other,,,,,,
EE4303A_2025_26,36376,Course Grade,Manual/Other,,,,,,
EE4303B_2025_26,36312,Course Grade,Manual/Other,,,,,,
EE4303_2025_26,34346,Course Grade,Manual/Other,,,,,,
EE4306_2025_26,36374,Course Grade,Manual/Other,,,,,,
EE4310_2025_26,34353,Course Grade,Manual/Other,,,,,,
EE4311B_2025_26,36311,Course Grade,Manual/Other,,,,,,
EE4311_2025_26,34345,Course Grade,Manual/Other,,,,,,
EE4311_2025_26,35539,PV Module Submission,Assignments,/assignment/a/EE4311_2025_26/d88da470-a8f1-4c4b-beee-15a50b33038d,100.0,2026-01-02 23:55:00,,,
EE4400_2025_26,34301,Course Grade,Manual/Other,,,,,,
EE4401_2025_26,34342,Course Grade,Manual/Other,,,,,,
EE4402_2025_26,35736,Course Grade,Manual/Other,,,,,,
EE4406_2025_26,35735,Course Grade,Manual/Other,,,,,,
EE4406_2025_26,36566,EE4406 - PreLab Submission (Mathematical Model),Assignments,/assignment/a/EE4406_2025_26/fc3334c9-de41-4ccc-b6c6-217dd2eab494,30.0,2026-03-01 23:55:00,,,
EE4406_2025_26,36617,EE4406 - Post Lab Submission,Assignments,/assignment/a/EE4406_2025_26/e9639bf7-ca01-4e89-a457-75a0b8171684,30.0,2026-03-17 23:55:00,,,
EE4406_2025_26,36739,Test 1,Assignments,/assignment/a/EE4406_2025_26/fa689fef-dcc7-440e-9fb8-15215eba7aa7,40.0,2026-04-11 19:45:00,,,
EE4406_2025_26,36776,Class Quiz,Assignments,/assignment/a/EE4406_2025_26/98f990c6-40ae-4acd-9421-ae76ea2da909,10.0,2026-04-22 15:30:00,,,
EE5099_2025_26,36345,Course Grade,Manual/Other,,,,,,
EE5301_2025_26,34331,Course Grade,Manual/Other,,,,,,
EE5301_2025_26,34945,Tutorial Submission,Assignments,/assignment/a/EE5301_2025_26/de810c2c-f5e6-4819-9069-3f57aef50d69,20.0,2025-09-18 22:40:00,,,
EE5301_2025_26,35014,System Identification - Least Square Method,Assignments,/assignment/a/EE5301_2025_26/ab09cbc2-7d7d-4a82-825c-80463c5cee83,15.0,2025-10-01 09:50:00,,,
EE5301_2025_26,35029,Lab 3 - PART 2 ,Assignments,/assignment/a/EE5301_2025_26/8c63773a-e638-47f6-99fd-c2c1c611d9b0,20.0,2025-10-15 23:55:00,,,
EE5301_2025_26,35030,Lab 4,Assignments,/assignment/a/EE5301_2025_26/b0e240cf-9d23-4064-bc2e-80e3d6d6fa42,15.0,2025-10-29 23:50:00,,,
EE5301_2025_26,35115,Test 1,Assignments,/assignment/a/EE5301_2025_26/08415477-7035-428d-ba27-949d7968c4d9,50.0,2025-09-24 12:00:00,,,
EE5301_2025_26,35354,Test 2,Assignments,/assignment/a/EE5301_2025_26/eb066553-debe-471a-8aa0-d6017fc2a0bc,50.0,2025-11-12 12:00:00,,,
EE5301_2025_26,35417,Course AVG,Assignments,/assignment/a/EE5301_2025_26/ed9a2859-d15f-44de-9d78-4cbb6d631f55,100.0,2025-11-19 07:00:00,,,
EE5302_2025_26,34333,Course Grade,Manual/Other,,,,,,
EE5303_2025_26,34336,Course Grade,Manual/Other,,,,,,
EE5305_2025_26,34332,Course Grade,Manual/Other,,,,,,
EE5310_2025_26,34335,Course Grade,Manual/Other,,,,,,
EE5310_2025_26,34759,Spetzo's Pizza - Presentation Summary,Assignments,/assignment/a/EE5310_2025_26/82fd1aa4-e409-4e3b-8a4c-b810e35ac783,10.0,2025-09-07 23:55:00,,,
EE5310_2025_26,34760,Enigma - Presentation Summary,Assignments,/assignment/a/EE5310_2025_26/7cb223f1-cba8-454a-962e-f1ab671b932b,10.0,2025-09-14 23:55:00,,,
EE5700A_2025_26,34334,Course Grade,Manual/Other,,,,,,
EE5700_2025_26,36344,Course Grade,Manual/Other,,,,,,
EF6204B_2025_26,36682,Course Grade,Manual/Other,,,,,,
EF6206B_2025_26,36540,Course Grade,Manual/Other,,,,,,
EF6207B_2025_26,36561,Course Grade,Manual/Other,,,,,,
EFE1301_2025_26,33967,Course Grade,Manual/Other,,,,,,
EFE1302_2025_26,36221,Course Grade,Manual/Other,,,,,,
EFE2301_2025_26,33949,Course Grade,Manual/Other,,,,,,
EFE2302_2025_26,36346,Course Grade,Manual/Other,,,,,,
EFE2303_2025_26,33948,Course Grade,Manual/Other,,,,,,
EFE2304_2025_26,36088,Course Grade,Manual/Other,,,,,,
EFE4301_2025_26,34928,Course Grade,Manual/Other,,,,,,
EFE4302_2025_26,34498,Course Grade,Manual/Other,,,,,,
EFE4304_2025_26,34501,Course Grade,Manual/Other,,,,,,
EFE4307_2025_26,34524,Course Grade,Manual/Other,,,,,,
EFE4308_2025_26,34349,Course Grade,Manual/Other,,,,,,
EFE4309_2025_26,34529,Course Grade,Manual/Other,,,,,,
EFE5301_2025_26,35263,Course Grade,Manual/Other,,,,,,
EFE5302_2025_26,35515,Course Grade,Manual/Other,,,,,,
EFE5303_2025_26,35265,Course Grade,Manual/Other,,,,,,
EFE5308_2025_26,35264,Course Grade,Manual/Other,,,,,,
EFE5312_2025_26,35281,Course Grade,Manual/Other,,,,,,
EFE5327_2025_26,35262,Course Grade,Manual/Other,,,,,,
EFE5401_2025_26,35069,Course Grade,Manual/Other,,,,,,
EFE5402_2025_26,35932,Course Grade,Manual/Other,,,,,,
EFE5403_2025_26,35071,Course Grade,Manual/Other,,,,,,
EFE5404_2025_26,35933,Course Grade,Manual/Other,,,,,,
EFE5405_2025_26,35070,Course Grade,Manual/Other,,,,,,
EFE5406_2025_26,35931,Course Grade,Manual/Other,,,,,,
EFE5407_2025_26,35930,Course Grade,Manual/Other,,,,,,
EFE5408_2025_26,35935,Course Grade,Manual/Other,,,,,,
EFE5409_2025_26,35073,Course Grade,Manual/Other,,,,,,
EFE5410_2025_26,36230,Course Grade,Manual/Other,,,,,,
EFE5412_2025_26,35098,Course Grade,Manual/Other,,,,,,
EFE5414_2025_26,35164,Course Grade,Manual/Other,,,,,,
EFE5415_2025_26,35939,Course Grade,Manual/Other,,,,,,
EFE5416_2025_26,35938,Course Grade,Manual/Other,,,,,,
EFE5417_2025_26,35150,Course Grade,Manual/Other,,,,,,
EFE5418_2025_26,36635,Course Grade,Manual/Other,,,,,,
EFE5419_2025_26,36024,Course Grade,Manual/Other,,,,,,
EFE5426_2025_26,35087,Course Grade,Manual/Other,,,,,,
EFE5427_2025_26,35165,Course Grade,Manual/Other,,,,,,
EFE5428_2025_26,35086,Course Grade,Manual/Other,,,,,,
EFE5429_2025_26,36055,Course Grade,Manual/Other,,,,,,
EFE5430_2025_26,35934,Course Grade,Manual/Other,,,,,,
EFE5431_2025_26,35940,Course Grade,Manual/Other,,,,,,
EFE5432_2025_26,36118,Course Grade,Manual/Other,,,,,,
EFE5433_2025_26,36054,Course Grade,Manual/Other,,,,,,
EFE5434_2025_26,36117,Course Grade,Manual/Other,,,,,,
EFE6112_2025_26,35251,Course Grade,Manual/Other,,,,,,
EFE6123_2025_26,35612,Course Grade,Manual/Other,,,,,,
EFE6201_2025_26,35247,Course Grade,Manual/Other,,,,,,
EFE6204_2025_26,35218,Course Grade,Manual/Other,,,,,,
EFE6205_2025_26,35175,Course Grade,Manual/Other,,,,,,
EFE6206_2025_26,35162,Course Grade,Manual/Other,,,,,,
EFE6207_2025_26,35210,Course Grade,Manual/Other,,,,,,
EFE6411_2025_26,35148,Course Grade,Manual/Other,,,,,,
EFE6412_2025_26,35524,Course Grade,Manual/Other,,,,,,
EFE6423_2025_26,36549,Course Grade,Manual/Other,,,,,,
EH2301_2025_26,34526,Course Grade,Manual/Other,,,,,,
EH2302_2025_26,34258,Course Grade,Manual/Other,,,,,,
EH2304_2025_26,36434,Course Grade,Manual/Other,,,,,,
EH3301_2025_26,36498,Course Grade,Manual/Other,,,,,,
EH3303_2025_26,34463,Course Grade,Manual/Other,,,,,,
EH3304_2025_26,34480,Course Grade,Manual/Other,,,,,,
EH3305_2025_26,36497,Course Grade,Manual/Other,,,,,,
EH4301_2025_26,36500,Course Grade,Manual/Other,,,,,,
EH4302_2025_26,34600,Course Grade,Manual/Other,,,,,,
EH4303_2025_26,34599,Course Grade,Manual/Other,,,,,,
EH4304_2025_26,36294,Course Grade,Manual/Other,,,,,,
EH4305_2025_26,36286,Course Grade,Manual/Other,,,,,,
EHS2300_2025_26,33912,Course Grade,Manual/Other,,,,,,
EHS2300_2025_26,34700,Assessment 1- Group work,Assignments,/assignment/a/EHS2300_2025_26/a4634f47-fcc7-48f7-9217-ddefe03e4f2e,15.0,2025-08-31 23:55:00,,,
EHS2301_2025_26,33911,Course Grade,Manual/Other,,,,,,
EHS2302_2025_26,33910,Course Grade,Manual/Other,,,,,,
EHS2304_2025_26,35688,Course Grade,Manual/Other,,,,,,
EHS2305_2025_26,35687,Course Grade,Manual/Other,,,,,,
EHS2306_2025_26,35686,Course Grade,Manual/Other,,,,,,
EHS2307_2025_26,35690,Course Grade,Manual/Other,,,,,,
EHS3016_2025_26,35641,Course Grade,Manual/Other,,,,,,
EHS3203_2025_26,34244,Course Grade,Manual/Other,,,,,,
EHS3204_2025_26,34188,Course Grade,Manual/Other,,,,,,
EHS3207_2025_26,35640,Course Grade,Manual/Other,,,,,,
EHS3209_2025_26,34189,Course Grade,Manual/Other,,,,,,
EHS3210_2025_26,35639,Course Grade,Manual/Other,,,,,,
EHS3212_2025_26,34190,Course Grade,Manual/Other,,,,,,
EHS3213_2025_26,35638,Course Grade,Manual/Other,,,,,,
EHS3314_2025_26,34191,Course Grade,Manual/Other,,,,,,
EHS4001_2025_26,35709,Course Grade,Manual/Other,,,,,,
EHS407_2025_26,34779,Course Grade,Manual/Other,,,,,,
EHS4302_2025_26,34317,Course Grade,Manual/Other,,,,,,
EHS4303_2025_26,34316,Course Grade,Manual/Other,,,,,,
EHS4304_2025_26,34531,Course Grade,Manual/Other,,,,,,
EHS4305_2025_26,34314,Course Grade,Manual/Other,,,,,,
EHS4306_2025_26,35708,Course Grade,Manual/Other,,,,,,
EHS4306_2025_26,36559,EHS3406 ASSIGNMENT,Assignments,/assignment/a/EHS4306_2025_26/caa97afa-0b9e-4cff-b033-e3cb7db4fb93,50.0,2026-03-20 23:50:00,,,
EHS4307_2025_26,34315,Course Grade,Manual/Other,,,,,,
EHS4308_2025_26,35707,Course Grade,Manual/Other,,,,,,
EL700_2025_26,35061,Course Grade,Manual/Other,,,,,,
ELE1301_2025_26,33929,Course Grade,Manual/Other,,,,,,
ELE1302_2025_26,35888,Course Grade,Manual/Other,,,,,,
ELE2301_2025_26,34322,Course Grade,Manual/Other,,,,,,
ELE2302_2025_26,34319,Course Grade,Manual/Other,,,,,,
ELE2303_2025_26,36518,Course Grade,Manual/Other,,,,,,
ELE2304_2025_26,36503,Course Grade,Manual/Other,,,,,,
ELE2305_2025_26,36502,Course Grade,Manual/Other,,,,,,
ELE3301_2025_26,34427,Course Grade,Manual/Other,,,,,,
ELE3302_2025_26,34428,Course Grade,Manual/Other,,,,,,
ELE3303_2025_26,34424,Course Grade,Manual/Other,,,,,,
ELE3304_2025_26,34423,Course Grade,Manual/Other,,,,,,
ELE3305_2025_26,36319,Course Grade,Manual/Other,,,,,,
ELE3306_2025_26,36341,Course Grade,Manual/Other,,,,,,
ELE3307_2025_26,36524,Course Grade,Manual/Other,,,,,,
ELE3308_2025_26,36523,Course Grade,Manual/Other,,,,,,
ELE4301_2025_26,34500,Course Grade,Manual/Other,,,,,,
ELE4302_2025_26,34624,Course Grade,Manual/Other,,,,,,
ELE4304_2025_26,36343,Course Grade,Manual/Other,,,,,,
ELE4305_2025_26,34622,Course Grade,Manual/Other,,,,,,
ELE4306_2025_26,36521,Course Grade,Manual/Other,,,,,,
ELE4307_2025_26,36520,Course Grade,Manual/Other,,,,,,
ELE4308_2025_26,34623,Course Grade,Manual/Other,,,,,,
ELE6064_2025_26,36547,Course Grade,Manual/Other,,,,,,
ELG1301_2025_26,33889,Course Grade,Manual/Other,,,,,,
ELG1302_2025_26,35583,Course Grade,Manual/Other,,,,,,
ELG1305_2025_26,33962,Course Grade,Manual/Other,,,,,,
ELG1306_2025_26,36222,Course Grade,Manual/Other,,,,,,
ELG1307_2025_26,33873,Course Grade,Manual/Other,,,,,,
ELG1308_2025_26,35620,Course Grade,Manual/Other,,,,,,
ELG1309_2025_26,33927,Course Grade,Manual/Other,,,,,,
ELG1310_2025_26,35663,Course Grade,Manual/Other,,,,,,
ELG1311_2025_26,33888,Course Grade,Manual/Other,,,,,,
ELG1312_2025_26,35882,Course Grade,Manual/Other,,,,,,
ELG1313_2025_26,33862,Course Grade,Manual/Other,,,,,,
ELG1315_2025_26,33876,Course Grade,Manual/Other,,,,,,
ELG1316_2025_26,35711,Course Grade,Manual/Other,,,,,,
ELG2301_2025_26,34723,Course Grade,Manual/Other,,,,,,
ELG2302_2025_26,33955,Course Grade,Manual/Other,,,,,,
ELG2303_2025_26,33954,Course Grade,Manual/Other,,,,,,
ELG3301_2025_26,34354,Course Grade,Manual/Other,,,,,,
ELG3302_2025_26,34508,Course Grade,Manual/Other,,,,,,
ELG3303_2025_26,35873,Course Grade,Manual/Other,,,,,,
ELG3304_2025_26,35872,Course Grade,Manual/Other,,,,,,
ELG4301_2025_26,34648,Course Grade,Manual/Other,,,,,,
ELG4302_2025_26,34596,Course Grade,Manual/Other,,,,,,
ELG4303_2025_26,34602,Course Grade,Manual/Other,,,,,,
ELG4304_2025_26,36272,Course Grade,Manual/Other,,,,,,
ELL3301_2025_26,35871,Course Grade,Manual/Other,,,,,,
ELL4301_2025_26,34597,Course Grade,Manual/Other,,,,,,
ELL600_2025_26,34889,Course Grade,Manual/Other,,,,,,
ELL6014_2025_26,36350,Course Grade,Manual/Other,,,,,,
ELL6024_2025_26,36355,Course Grade,Manual/Other,,,,,,
ELL6034_2025_26,36354,Course Grade,Manual/Other,,,,,,
ELL6044_2025_26,36353,Course Grade,Manual/Other,,,,,,
ELL6064_2025_26,36352,Course Grade,Manual/Other,,,,,,
ELL6084_2025_26,36351,Course Grade,Manual/Other,,,,,,
ELX1301_2025_26,34046,Course Grade,Manual/Other,,,,,,
ELX1302_2025_26,35718,Course Grade,Manual/Other,,,,,,
ELX2304_2025_26,36389,Course Grade,Manual/Other,,,,,,
ELX2305_2025_26,34261,Course Grade,Manual/Other,,,,,,
ELX3301_2025_26,34411,Course Grade,Manual/Other,,,,,,
ELX3302_2025_26,34358,Course Grade,Manual/Other,,,,,,
ELX3303_2025_26,34449,Course Grade,Manual/Other,,,,,,
ELX3304_2025_26,35870,Course Grade,Manual/Other,,,,,,
ELX4302_2025_26,36271,Course Grade,Manual/Other,,,,,,
ELX4303_2025_26,34829,Course Grade,Manual/Other,,,,,,
ELX4304_2025_26,34499,Course Grade,Manual/Other,,,,,,
ELX4305_2025_26,36270,Course Grade,Manual/Other,,,,,,
ES2301_2025_26,34278,Course Grade,Manual/Other,,,,,,
ES2411_2025_26,33996,Course Grade,Manual/Other,,,,,,
ES2412_2025_26,35660,Course Grade,Manual/Other,,,,,,
ES3211_2025_26,34271,Course Grade,Manual/Other,,,,,,
ES3301_2025_26,34374,Course Grade,Manual/Other,,,,,,
ES3301_2025_26,35058,Solid Waste Management,Assignments,/assignment/a/ES3301_2025_26/7fa6b8cb-c975-4447-aacf-a148c15a2f60,50.0,2025-11-03 12:40:00,,,
ES3302_2025_26,35851,Course Grade,Manual/Other,,,,,,
ES3303_2025_26,35850,Course Grade,Manual/Other,,,,,,
ES3411_2025_26,34014,Course Grade,Manual/Other,,,,,,
ES3412_2025_26,35849,Course Grade,Manual/Other,,,,,,
ES341_2025_26,35860,Course Grade,Manual/Other,,,,,,
ES4301_2025_26,36336,Course Grade,Manual/Other,,,,,,
